phbarc;phprsu;phcolp;phcocp;phlebi;phlesu;phadul;phfpre;phcocs;tititu;tiauto;Mes;Año
200000884;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;12/02/2025;Q    ;Stabat Mater : Prima versione, 1781 : per soprano, due violi;Boccherini, Luigi (1743-1805);2;2025
101027518;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;13/02/2025;Q    ;Traité de guitare flamenca. v. 4, Styles de base : les Fanda;Herrero, Oscar (1959-);2;2025
101027547;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;13/02/2025;Q    ;Traité de guitare flamenca. v. 3, Styles de base : la Soleá;Herrero, Oscar (1959-);2;2025
101027506;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;13/02/2025;Q    ;Traité de guitare flamenca. v. 2, Technique de la guitare fl;Herrero, Oscar (1959-);2;2025
101027810;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;13/02/2025;Q    ;Traité de guitare flamenca. Nº 1, Cahier répertoire : niveau;Herrero, Oscar (1959-);2;2025
30348;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;13/02/2025;T    ;El ruido eterno : escuchar al siglo XX a través de su música;Ross, Alex.;2;2025
101488000;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;17/02/2025;C    ;Método interactivo de guitarra española : flamenco básico /;Carranza, Fernando (1932-);2;2025
101027813;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;17/02/2025;Q    ;Método elemental de guitarra flamenca /;Granados, Manuel.;2;2025
31336;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;18/02/2025;T    ;El músico adicto : la musicorexia /;Dalia Cirujeda, Guillermo (1967-);2;2025
1300017357;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;19/02/2025;S    ;Rhapsody in blue.  Un americano en París. Obertura cubana;Gershwin, George (1898-1937);2;2025
100778813;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;19/02/2025;T    ;Escritos musicales I-III /;Adorno, Theodor W. (1903-1969);2;2025
1800345468;BTM   ;AYU  ;MT   ;BTM   ;BTM   ;1;19/02/2025;T    ;Técnico/a auxiliar de bibliotecas, Ayuntamiento de Madrid. C;Bartolomé Para, Belén.;2;2025
1400096438;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;19/02/2025;Q    ;Recueils d'airs d'opéras-comiques : Ténor /;;2;2025
100779215;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;12/02/2025;S    ;La palabra en el aire /;Guerra, Pedro (1966-);2;2025
284720;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;14/02/2025;V    ;Treme, primera temporada completa [;;2;2025
101890098;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;14/02/2025;Q    ;Kantaten 13 =  Cantatas 13 /;Bach, Johann Sebastian (1685-1750);2;2025
101027467;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;17/02/2025;Q    ;El arte flamenco de la guitarra : guitar method /;;2;2025
101027466;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;17/02/2025;Q    ;Manual didáctico de la guitarra flamenca. Vol. 4 : cifra = t;Granados, Manuel.;2;2025
101029602;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;17/02/2025;Q    ;Manual didáctico de la guitarra flamenca. Vol. 3 : [ música,;Granados, Manuel.;2;2025
101029603;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;17/02/2025;Q    ;Manual didáctico de la guitarra flamenca. Vol. 2 : [ música,;Granados, Manuel.;2;2025
1300025423;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;14/02/2025;Q    ;The complete piano etudes [;Glass, Philip (1937-);2;2025
1300025353;BMM   ;USU  ;MA   ;BMM   ;;1;17/02/2025;Q    ;The best songs [;Monk, Thelonious (1917-1982);2;2025
292125;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;17/02/2025;Q    ;The Chet Baker collection [;Baker, Chet (1929-1988);2;2025
101894247;BMM   ;;MA   ;;;;17/02/2025;T    ;Teoría de la improvisación en música /;Petruchelli, Daniel.;2;2025
1300021985;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;17/02/2025;Q    ;Romanzas y canciones. II : para soprano /;Guerrero, Jacinto (1895-1951);2;2025
100322703;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;17/02/2025;Q    ;Canciones y caprichos líricos /;García, Manuel (1775-1832);2;2025
1300019996;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;17/02/2025;Q    ;Siempre zarzuela : mezzosoprano con acompañamiento de piano;;2;2025
284511;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;19/02/2025;S    ;Rainbow Bridge. Original Motion Picture Sound Track [;Hendrix, Jimi (1942-1970);2;2025
1400096438;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;19/02/2025;Q    ;Recueils d'airs d'opéras-comiques : Ténor /;;2;2025
100358990;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;19/02/2025;T    ;Cancionero de Castilla /;Marazuela, Agapito.;2;2025
100784660;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;17/02/2025;Q    ;ZARZUELA ! : romanzas para mezzo-soprano con acompañamiento;;2;2025
200002955;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;14/02/2025;Q    ;La paloma : habanera /;Iradier, Sebastián (1809-1865);2;2025
100068615;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;14/02/2025;Q    ;RECITALES de guitarra. Recital 1º /;;2;2025
101888455;BMM   ;;MA   ;;;;17/02/2025;T    ;Método gráfico de improvisación musical /;Arnal, Iñaki.;2;2025
101888455;BMM   ;;MA   ;;;;17/02/2025;T    ;Método gráfico de improvisación musical /;Arnal, Iñaki.;2;2025
100766591;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;17/02/2025;Q    ;12 grands succes /;Béchet, Sidney (1897-1959);2;2025
100768011;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;18/02/2025;S    ;4 orchestral suites /;Bach, Johann Sebastian (1685-1750);2;2025
100781641;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;18/02/2025;S    ;Saul : Oratorio in three acts : HWV 53 /;Händel, Georg Friedrich (1685-1759);2;2025
283210;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;18/02/2025;S    ;St. John passion /;Bach, Johann Sebastian (1685-1750);2;2025
31511;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;19/02/2025;S    ;Gentlemen [;Afghan Whigs (Grupo musical);2;2025
283034;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;19/02/2025;S    ;Requiem, op. 48 /;Fauré, Gabriel (1845-1924);2;2025
100330673;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;19/02/2025;Q    ;La Traviata : opera in three acts /;Verdi, Giuseppe (1813-1901);2;2025
287542;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;20/02/2025;T    ;Goya y Beethoven : un mismo tiempo, un mismo destino / ;Torres del Rincón, Marta.;2;2025
100070708;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;21/02/2025;T    ;Teoría de la música /;Sociedad Didáctico-Musical (Madrid);2;2025
100070702;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;21/02/2025;T    ;Teoría de la música /;Sociedad Didáctico-Musical (Madrid);2;2025
100780304;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;20/02/2025;Q    ;Método completo de trompa en 4 partes. Volúmen II /;Zarzo Pitarch, Vicente (1938-);2;2025
101488561;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;19/02/2025;Q    ;Madama Butterfly /;Puccini, Giacomo (1858-1924);2;2025
283329;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;24/02/2025;S    ;Lamentaciones de Jeremías: versión del manuscrito de la Capi;Victoria, Tomás Luis de (1549-1611);2;2025
100780304;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;24/02/2025;Q    ;Método completo de trompa en 4 partes. Volúmen II /;Zarzo Pitarch, Vicente (1938-);2;2025
101888041;BMM   ;;MA   ;;;;27/02/2025;T    ;1000 canciones y acordes de guitarra /;Olano, Joseba.;2;2025
200001462;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;21/02/2025;Q    ;15 estudios fáciles para guitarra /;Carulli, Ferdinando (1770-1841);2;2025
1300026200;BMM   ;;MA   ;;;;21/02/2025;T    ;Certamen de coreografía de Danza Española y Flamenco : 25 añ;;2;2025
100073276;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;21/02/2025;Q    ;L'apprenti sorcier : scherzo d'après une ballade de Goethe /;Dukas, Paul (1865-1935);2;2025
1401232014;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;24/02/2025;S    ;Pro Victoria / Tomás Luis de Victoria [;Victoria, Tomás Luis de (1549-1611);2;2025
100781594;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;24/02/2025;S    ;Ouverture C-dur : Wassermusik Concerto B-dur . Concerto F;Telemann, Georg Philipp (1681-1767);2;2025
100070394;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;24/02/2025;Q    ;Andrea Chénier : an historical opera in four acts /;Giordano, Umberto (1867-1948);2;2025
100105191;BMM   ;;MA   ;;;;24/02/2025;T    ;Traité historique et critique sur l'origine et les progrès d;Fournier, Pierre-Simon.;2;2025
100063602;BMM   ;;MA   ;;;;27/02/2025;T    ;Cartas /;Schoenberg, Arnold (1874-1951);2;2025
292174;BMM   ;;MA   ;;;;28/02/2025;T    ;El piano : 2º /;Tchokov.;2;2025
100060318;BMM   ;;MA   ;;;;28/02/2025;Q    ;Französische Suiten : für Klavier /;Bach, Johann Sebastian (1685-1750);2;2025
100070394;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;25/02/2025;Q    ;Andrea Chénier : an historical opera in four acts /;Giordano, Umberto (1867-1948);2;2025
292174;BMM   ;;MA   ;;;;27/02/2025;T    ;El piano : 2º /;Tchokov.;2;2025
292171;BMM   ;;MA   ;;;;27/02/2025;T    ;Solo guitar playing /;Noad, Frederick.;2;2025
1300027505;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;21/02/2025;Q    ;Vespro della Beata Vergine [;Monteverdi, Claudio (1567-1643);2;2025
1000002722;ATM   ;ATM  ;MOA  ;ATM   ;ATM   ;1;21/02/2025;T    ;Las tercerías de dominio y de mejor derecho. : La traba de b;Vázquez Barros, Sergio.;2;2025
101889236;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;21/02/2025;Q    ;Ausgewählte lieder : für gesang und klavier /;Brahms, Johannes (1833-1897);2;2025
100356466;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;24/02/2025;Q    ;Der Messias = : Messiah : Oratorium in drei Teilen = Oratori;Händel, Georg Friedrich (1685-1759);2;2025
100781836;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;25/02/2025;S    ;Tauromagia /;Sanlúcar, Manolo.;2;2025
100328412;BMM   ;USU  ;MA   ;BMM   ;;1;26/02/2025;Q    ;Arban's complete conservatory method : for trumpet (cornet);Arban, Jean Baptiste (1825-1889);2;2025
100782037;BMM   ;;OA   ;;;;27/02/2025;S    ;... baby one more time [;Spears, Britney.;2;2025
101027135;BMM   ;;MA   ;;;;27/02/2025;Q    ;24 preludios y fugas Op. 87. vol. II : piano /;Shostakovich, Dmitrîî Dmitrievich (1906-1975);2;2025
1300025757;BMM   ;;MA   ;;;;27/02/2025;Q    ;La improvisación del blues al piano [;Richards, Tim.;2;2025
100062119;BMM   ;;MA   ;;;;27/02/2025;Q    ;Sonatas : para instrumentos de tecla : tomo VII /;Soler, Antonio (1729-1783);2;2025
1300026192;BMM   ;;OA   ;;;;27/02/2025;Q    ;Piezas breves 1: para piano : estudios, valses, minuetos y c;;2;2025
100067700;BMM   ;;MA   ;;;;27/02/2025;T    ;COLECCIÓN Belmonte de cantes populares y flamencos /;;2;2025
284071;BMM   ;;MA   ;;;;27/02/2025;Q    ;Introducción a la interpretación de J.S. Bach : antología pr;Tureck, Rosalyn.;2;2025
291694;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;2/01/2025;T    ;Música y jardines /;;1;2025
101026873;BMM   ;USU  ;OA   ;BMM   ;BMM   ;0;2/01/2025;V    ;Jacques Loussier Trio play Bach... and more [;;1;2025
284719;BMM   ;USU  ;OA   ;BMM   ;BMM   ;0;2/01/2025;V    ;The blues [: 7 películas , 7 directores /;;1;2025
292682;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;2/01/2025;V    ;Michael Petrucciani /;;1;2025
1300014721;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;2/01/2025;V    ;Count Basie : live in´62 [;Basie, Count (1904-1984);1;2025
1800345406;BTM   ;AYU  ;MT   ;BTM   ;BTM   ;1;2/01/2025;T    ;Diplomado/a trabajos sociales del Ayuntamiento de Madrid. Te;;1;2025
1800345462;BTM   ;AYU  ;MT   ;BTM   ;BTM   ;1;2/01/2025;T    ;Temario común : Grupo C, subgrupo C1;;1;2025
100328387;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;3/01/2025;Q    ;De la sonorité : art et technique /;Moyse, Marcel (1889-1984);1;2025
200002769;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;3/01/2025;T    ;Flute /;Galway, James.;1;2025
1400121243;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;3/01/2025;T    ;Guía práctica para cantar /;Villagar, Isabel.;1;2025
30267;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;3/01/2025;T    ;Técnica Alexander para músicos : la zona de confort : salud;García, Rafael.;1;2025
32353;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;3/01/2025;S    ;A Streetcar Named Desire : Music from the original sound tra;North, Alex.;1;2025
292670;BMM   ;USU  ;OA   ;BMM   ;BMM   ;0;2/01/2025;V    ;Jazz [: la historia /;;1;2025
100782573;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;2/01/2025;S    ;As falls Wichita, so falls Wichita falls /;Metheny, Pat (1954-);1;2025
100058659;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;3/01/2025;Q    ;Méthode rose /;Velde, Ernest van de.;1;2025
26278;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;3/01/2025;T    ;El tren de la música: recorriendo el deep south / ;"	Torres Villaseca, Teresa (1966-)";1;2025
26278;BMM   ;;MA   ;;;;3/01/2025;T    ;El tren de la música: recorriendo el deep south / ;"	Torres Villaseca, Teresa (1966-)";1;2025
101029508;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;7/01/2025;Q    ;Acústica físico - musical /;Calvo-Manzano Ruiz, Antonio.;1;2025
100330380;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;7/01/2025;T    ;Acústica musical /;Fernández de la Gándara, Gonzalo.;1;2025
1300010853;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;2/01/2025;V    ;Quincy Jones : Live in´60 [;Jones, Quincy (1933-);1;2025
284763;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;2/01/2025;S    ;The Köln Concert /;Jarrett, Keith (1945-);1;2025
101026903;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;3/01/2025;S    ;Out of Africa [: music from the  Motion Picture Soundtrack;;1;2025
284373;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;3/01/2025;S    ;The Hours [: Music from the Motion Picture /;Glass, Philip (1937-);1;2025
100782101;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;3/01/2025;S    ;Friends /;Corea, Chick (1941-);1;2025
100782268;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;3/01/2025;S    ;Concerto for Piano, Violin, Cello and Orchestra in C major :;Beethoven, Ludwig van (1770-1827);1;2025
283608;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;7/01/2025;T    ;Acústica musical /;Estévez Díaz, Francisco.;1;2025
101895955;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;7/01/2025;T    ;Otra historia del tiempo : la música y la redención del pasa;Gavilán, Enrique.;1;2025
100069676;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;7/01/2025;T    ;MENDELSSOHN and his world /;;1;2025
1400096426;BMM   ;;MA   ;;;;8/01/2025;T    ;Música celta para la guitarra clásica /;Everts, Alain.;1;2025
101027884;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;8/01/2025;Q    ;Método de guitarra por tablatura. 2 /;Manus, Ron.;1;2025
1300029801;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;8/01/2025;S    ;Giant Steps /;Coltrane, John (1926-1967);1;2025
1300026284;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;3/01/2025;S    ;The violin sonatas [: Les sonates pour violon /;Beethoven, Ludwig van (1770-1827);1;2025
25949;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;3/01/2025;S    ;New Chautauqua /;Metheny, Pat (1954-);1;2025
25989;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;8/01/2025;S    ;Song X /;Metheny, Pat (1954-);1;2025
1300025406;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;3/01/2025;Q    ;El pianista virtuoso : en 60 ejercicios : obra encaminada a;Hanon, Carlo Luigi (1820-1900);1;2025
291676;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;7/01/2025;T    ;Primer libro del clarinetista : (técnica, práctica y estétic;Garcés, Adolfo.;1;2025
100359031;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;7/01/2025;T    ;Catálogo anotado de la música española contemporánea basada;Tinnell, Roger.;1;2025
100321573;BMM   ;;MA   ;;;;8/01/2025;Q    ;Mélodies. 1er. volume : en 2 volumes : transcrites pour viol;Fauré, Gabriel (1845-1924);1;2025
101027466;BMM   ;;MA   ;;;;8/01/2025;Q    ;Manual didáctico de la guitarra flamenca. Vol. 4 : cifra = t;Granados, Manuel.;1;2025
100103870;BMM   ;;MA   ;;;;8/01/2025;Q    ;Complete piano sonatas : in two volumes : volume II (Nos. 16;Beethoven, Ludwig van (1770-1827);1;2025
101489058;BMM   ;;MA   ;;;;8/01/2025;Q    ;Nocturnes and polonaises /;Chopin, Frédéric (1810-1849);1;2025
101894339;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;8/01/2025;Q    ;De flamenco /;Martínez, Paul.;1;2025
100071321;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;8/01/2025;Q    ;Armonía y composición aplicadas a la guitarra /;De Vittorio, Roberto Julio.;1;2025
101027895;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;8/01/2025;Q    ;Método de guitarra por tablatura. 1 /;Manus, Ron.;1;2025
101027833;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;8/01/2025;Q    ;21 estudios para guitarra flamenca : nivel elemental = Twent;Herrero, Oscar (1959-);1;2025
101487370;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;8/01/2025;Q    ;Perséphone : melodrame en trois tableaux /;Stravinsky, Igor (1882-1971);1;2025
1401233468;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;8/01/2025;T    ;Woodstock live /;Bitoun, Julien (1983-);1;2025
100769191;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;9/01/2025;Q    ;Método para piano. Tomo II : (Introducción a la música) /;Hemsy de Gainza, Violeta.;1;2025
100322605;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;9/01/2025;T    ;Armonía /;Motte, Diether de la (1928-);1;2025
283457;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;9/01/2025;T    ;Funciones estructurales de la armonía /;Schoenberg, Arnold (1874-1951);1;2025
101481204;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;9/01/2025;T    ;Como conocer las formas de la música /;Hodeir, André (1921-);1;2025
101487763;BMM   ;;MA   ;;;;8/01/2025;Q    ;Romantic piano masterpieces /;;1;2025
100357769;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;8/01/2025;T    ;Historia de la música española. 7, El folklore musical /;Crivillé i Bargallo, Josep.;1;2025
1300028334;BMM   ;;MA   ;;;;9/01/2025;T    ;La guitarra de acompañamiento : para tocar y cantar : método;Zapata, Manuel.;1;2025
1401238563;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;10/01/2025;T    ;Vida y visiones de Hildegard von Bingen / ;Hildegarda, Santa (1098-1179);1;2025
101489058;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;10/01/2025;Q    ;Nocturnes and polonaises /;Chopin, Frédéric (1810-1849);1;2025
1800345854;BTM   ;AYU  ;NP   ;BTM   ;BTM   ;1;13/01/2025;T    ;Temario para Ayudante/a de Archivo y Biblioteca del Ayuntami;;1;2025
1800345855;BTM   ;AYU  ;NP   ;BTM   ;BTM   ;1;13/01/2025;T    ;Temario para Ayudante/a de Archivo y Biblioteca del Ayuntami;;1;2025
101028334;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;13/01/2025;Q    ;Armonía. 1 /;Molina, Emilio (1951-);1;2025
101028333;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;13/01/2025;Q    ;Armonía. 2 /;Molina, Emilio (1951-);1;2025
1800345818;BTM   ;AYU  ;MT   ;BTM   ;BTM   ;1;14/01/2025;T    ;Supuestos prácticos para auxiliar de archivo : : Ordenación,;Fernández Panal, Yolanda.;1;2025
101027827;BMM   ;;MA   ;;;;14/01/2025;Q    ;La técnica al servicio del arte. vol. II : guitarra flamenca;Núñez, Gerardo (1961-);1;2025
1300027824;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;16/01/2025;T    ;La música en el siglo XIX /;Frisch, Walter.;1;2025
100769053;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;17/01/2025;Q    ;Ave Maria : per canto e pianoforte : Op. 52, nº 6 /;Schubert, Franz (1797-1828);1;2025
1800345737;BTM   ;AYU  ;MT   ;BTM   ;BTM   ;1;17/01/2025;T    ;Auxiliar administrativo/a de corporaciones locales. Simulacr;Torres Fonseca, Francisco Jesús.;1;2025
100351471;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;20/01/2025;Q    ;Turandot : dramma lirico in tre atti e cinque quadri di G. A;Puccini, Giacomo (1858-1924);1;2025
1300017919;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;21/01/2025;Q    ;Armonía tonal funcional : armonía clásica : libro del alumno;Székely, Katalin (1953-);1;2025
1800340489;BTM   ;AYU  ;MT   ;BTM   ;BTM   ;1;23/01/2025;T    ;Administrativos Promoción Interna. Cuestionarios. Ayuntamien;;1;2025
1800345664;BTM   ;AYU  ;NP   ;BTM   ;BTM   ;1;24/01/2025;T    ;Auxiliar de archivos y bibliotecas. Test del temario general;;1;2025
1800345660;BTM   ;AYU  ;NP   ;BTM   ;BTM   ;1;24/01/2025;T    ;Auxiliar de Archivos y Bibliotecas. Supuestos prácticos / ;;1;2025
101028049;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;27/01/2025;T    ;Ser instrumento : discurso de ingreso del Exmo. Sr. D. Narci;Yepes, Narciso (1927-1997);1;2025
100769285;BMM   ;;MA   ;;;;27/01/2025;Q    ;Mi amiga la viola. Primera parte : melodías populares, adapt;Roig Cerveró, Luis José.;1;2025
100072110;BMM   ;;MA   ;;;;27/01/2025;Q    ;Mi amigo el violín. Primera parte : melodías populares, adap;Roig Cerveró, Luis José.;1;2025
101025217;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;9/01/2025;S    ;Los Rodríguez : discografía básica [;Rodriguez (Grupo musical);1;2025
101481975;BMM   ;;NP   ;;;;8/01/2025;T    ;Método para armónica cromática y de acompañamiento /;Fuste Alcalá, Joaquín.;1;2025
1300025319;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;3/01/2025;T    ;Beethoven : tormento y triunfo /;Swafford, Jan (1946-);1;2025
100067974;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;7/01/2025;T    ;Music, physics and engineering /;Olson, Harry F.;1;2025
1300023851;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;7/01/2025;T    ;Tiempo y música : con un saludo de Czeslaw Milosz /;Hersch, Jeanne (1910-2000);1;2025
101482150;BMM   ;;MA   ;;;;8/01/2025;Q    ;Suzuki Cello School. Volume 5 : piano accompaniments [;Suzuki, Shin'ichi (1898-1998);1;2025
100061189;BMM   ;;MA   ;;;;8/01/2025;Q    ;Le JEUNE violoncelliste. 2B : collection de morceaux classiq;;1;2025
1300026196;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;8/01/2025;T    ;Músicas de barro y marfil: la relación entre el folklore y e;Benavides, Ana (1965-);1;2025
101482888;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;8/01/2025;Q    ;The thirty - two piano sonatas in five volumes. Volume V : s;Beethoven, Ludwig van (1770-1827);1;2025
100061942;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;8/01/2025;Q    ;Pièces de guitarre /;Médard, Rémy.;1;2025
100057891;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;8/01/2025;Q    ;Premier livre de pièces de violle /;Morel, Jacques (S.XVIII);1;2025
100062095;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;8/01/2025;Q    ;Seis sonatas : para arpa : volúmen I /;Soler, Antonio (1729-1783);1;2025
1300026593;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;9/01/2025;T    ;Curso completo de piano /;;1;2025
101028062;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;8/01/2025;Q    ;18 piezas para niños, Op. 27 /;Kabalewski, Dmitry Borisovich (1904-1987);1;2025
101027477;BMM   ;;MA   ;;;;9/01/2025;Q    ;Mi segundo libro de guitarra : técnica, estudios y obras /;Martínez Zárate, Jorge (1923-1993);1;2025
100780132;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;9/01/2025;S    ;Lennon Legend : The Very Best Of John Lennon [;Lennon, John (1940-1980);1;2025
101887748;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;9/01/2025;Q    ;Play-along jazz with a jazz trio : trumpet /;;1;2025
30760;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;10/01/2025;T    ;El monasterio de Sendomir El pobre músico ;Grillparzer, Franz.;1;2025
30824;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;13/01/2025;T    ;Le dedico mi silencio / ;Vargas Llosa, Mario (1936-);1;2025
30825;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;16/01/2025;T    ;Lucerna  Albert / ;Tolstoï, Lev Nikolaevich (1828-1910);1;2025
30370;BMM   ;USU  ;MA   ;BHM   ;BHM   ;1;10/01/2025;T    ;Viaje musical por Francia e Italia : situación actual de la;Burney, Charles (1726-1814);1;2025
25945;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;10/01/2025;S    ;One Quiet Night /;Metheny, Pat (1954-);1;2025
1401238599;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;10/01/2025;T    ;Vidas perras : cuentos musicales del Sofá Sonoro / ;Cardenal, Alfonso.;1;2025
1300023612;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;10/01/2025;Q    ;MEMORABLES. 1 [;;1;2025
100074874;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;10/01/2025;Q    ;Memorables. 2 [;;1;2025
100327486;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;10/01/2025;Q    ;ANTOLOGÍA de los cantautores [;;1;2025
100776182;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;13/01/2025;S    ;La guitare brésilienne contemporaine : Label Kuarup 1977 - 2;;1;2025
