phbarc;phprsu;phcolp;phcocp;phlebi;phlesu;phadul;phfpre;phcocs;tititu;tiauto;Mes;Año
1401233505;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;14/03/2025;T    ;Leonard Cohen : on the wire /;Girard, Philippe (1971);3;2025
1300019959;BMM   ;;NP   ;;;;17/03/2025;T    ;La m?sica en los toros y la m?sica de los toros :estudio t?c;Sanz de Pedre, Mariano.;3;2025
284739;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;17/03/2025;S    ;Six Classic Albums [. Vol. 2. Digitally Remastered and Enhan;Monk, Thelonious (1917-1982);3;2025
32312;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;17/03/2025;S    ;Zaide (fragment), KV 344/336b : Deutsches Sinfspiel in zwei ;Mozart, Wolfgang Amadeus (1756-1791);3;2025
100050029;BMM   ;;NP   ;;;;18/03/2025;Q    ;Sechs Suiten f?r Violoncello solo : BWV 1007-1012 /;Bach, Johann Sebastian (1685-1750);3;2025
284416;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;17/03/2025;S    ;Sus 20 grandes ?xitos [;Negrete, Jorge (1911-1953);3;2025
100351336;BMM   ;;MA   ;;;;17/03/2025;T    ;El estilo en la m?sica : teor?a musical, historia e ideolog?;Meyer, Leonard B.;3;2025
100050029;BMM   ;;NP   ;;;;17/03/2025;Q    ;Sechs Suiten f?r Violoncello solo : BWV 1007-1012 /;Bach, Johann Sebastian (1685-1750);3;2025
1800345451;BTM   ;USU  ;MT   ;BTM   ;BTM   ;1;18/03/2025;T    ;T?cnico/a auxiliar de bibliotecas, Ayuntamiento de Madrid. T;Bartolom? Parra, Bel?n.;3;2025
100784925;BMM   ;;NP   ;;;;19/03/2025;T    ;L?xico de m?sica /;Bennett, Roy (1938-);3;2025
100784925;BMM   ;;NP   ;;;;25/03/2025;T    ;L?xico de m?sica /;Bennett, Roy (1938-);3;2025
2011609;BMM   ;;NP   ;;;;19/03/2025;P    ;M?s jazz;;3;2025
100356365;BMM   ;;MA   ;;;;18/03/2025;Q    ;Verdi : arie per tenore = arias for tenor [;Verdi, Giuseppe (1813-1901);3;2025
2103421;BMM   ;;NP   ;;;;14/03/2025;P    ;SCHERZO : revista de m?sica;;3;2025
2103421;BMM   ;;NP   ;;;;19/03/2025;P    ;SCHERZO : revista de m?sica;;3;2025
101484840;BMM   ;;NP   ;;;;17/03/2025;Q    ;Verschiedene Kammermusikwerke /;Bach, Johann Sebastian (1685-1750);3;2025
100058098;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;19/03/2025;Q    ;7eme. sonate : BWV 1020 /;Bach, Johann Sebastian (1685-1750);3;2025
101483910;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;19/03/2025;Q    ;La verbena de la Paloma o El boticario y las chulapas y celo;Bret?n, Tom?s (1850-1923);3;2025
101886318;BMM   ;;MA   ;;;;19/03/2025;T    ;Gu?a de los estilos musicales /;Moore, Douglas.;3;2025
101886318;BMM   ;;MA   ;;;;25/03/2025;T    ;Gu?a de los estilos musicales /;Moore, Douglas.;3;2025
100060800;BMM   ;;NP   ;;;;19/03/2025;T    ;Diccionario de celebridades musicales /;Man?n, Joan (1883-1971);3;2025
101886205;BMM   ;;NP   ;;;;19/03/2025;P    ;EUFON?A : did?ctica de la m?sica;;3;2025
101487245;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;19/03/2025;T    ;Alban Berg y Hanna Fuchs : historia de un amor epistolar /;Floros, Constantin.;3;2025
100105149;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;19/03/2025;T    ;Franz Endler en conversaci?n con Von Karajan : mi vida /;Endler, Franz.;3;2025
101027595;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;21/03/2025;V    ;Camar?n de la Isla ; : El Mundo del Flamenco [;3;2025
100062094;BMM   ;;MA   ;;;;21/03/2025;Q    ;Sonatas : para instrumentos de tecla : tomo III /;Soler, Antonio (1729-1783);3;2025
1300018163;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;21/03/2025;S    ;"Piano Trios; Music for Clarinet, Cello, Horn and Piano /";Strauss, Richard (1864-1949);3;2025
101027868;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;21/03/2025;Q    ;Tratado de entonaci?n. 1?, teor?a de la entonaci?n y pr?ctic;Barrio, Adelino (1933-);3;2025
1300017902;BMM   ;;MA   ;;;;21/03/2025;T    ;La m?sica os har? libres : apuntes de una vida /;Sakamoto, Ryuichi (1952-);3;2025
100058886;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;24/03/2025;Q    ;Nociones elementales de armon?a : con 56 ejerc?cios, 120 baj;Rubertis, V?ctor de.;3;2025
100060798;BMM   ;;NP   ;;;;25/03/2025;Q    ;Obras completas. Vol. II, Transcripci?n y estudio de su segu;Tejeda, Alonso de (c.1556-1628);3;2025
101484163;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;24/03/2025;Q    ;Jazz improvisaci?n. 1 /;Benzo Montes (1952-);3;2025
1300014174;BMM   ;;NP   ;;;;25/03/2025;T    ;1001 discos que hay que escuchar antes de morir /;;3;2025
1300024359;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;25/03/2025;T    ;Bob Dylan revisited /;;3;2025
1401237424;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;25/03/2025;T    ;Imperio Argentina /;Jim?nez, Rafael.;3;2025
100351723;BMM   ;;MA   ;;;;21/03/2025;Q    ;Sonate per clavicembalo. 2 /;Scarlatti, Domenico (1685-1757);3;2025
100351724;BMM   ;;MA   ;;;;21/03/2025;Q    ;Sonate per clavicembalo. 3 /;Scarlatti, Domenico (1685-1757);3;2025
100784925;BMM   ;;NP   ;;;;19/03/2025;T    ;L?xico de m?sica /;Bennett, Roy (1938-);3;2025
100060800;BMM   ;;NP   ;;;;19/03/2025;T    ;Diccionario de celebridades musicales /;Man?n, Joan (1883-1971);3;2025
26156;BMM   ;;MA   ;;;;20/03/2025;T    ;Un can?n personal / ;Mehldau, Brad (1970-);3;2025
26156;BMM   ;;MA   ;;;;24/03/2025;T    ;Un can?n personal / ;Mehldau, Brad (1970-);3;2025
1300026933;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;28/03/2025;S    ;"From 20 keyboard pieces;  suite in C ;  works for organ /";Purcell, Henry (1659-1695);3;2025
1300018065;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;26/03/2025;S    ;Complete solo piano works /;Massenet, Jules (1842-1912);3;2025
101894705;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;19/03/2025;Q    ;Agua, azucarillos y aguardiente : pasillo veraniego en un ac;Chueca, Federico (1846-1908);3;2025
1300028347;BMM   ;;NP   ;;;;19/03/2025;T    ;Diccionario de la m?sica hist?rico y t?cnico /;Brenet, Michel.;3;2025
1300028347;BMM   ;;NP   ;;;;25/03/2025;T    ;Diccionario de la m?sica hist?rico y t?cnico /;Brenet, Michel.;3;2025
1300028347;BMM   ;;NP   ;;;;19/03/2025;T    ;Diccionario de la m?sica hist?rico y t?cnico /;Brenet, Michel.;3;2025
2103260;BMM   ;;NP   ;;;;19/03/2025;P    ;RITMO;;3;2025
101027785;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;20/03/2025;Q    ;Album 1? : 8 piezas f?ciles para piano a 4 manos /;;3;2025
100351722;BMM   ;;MA   ;;;;21/03/2025;Q    ;Sonate per clavicembalo. 1 /;Scarlatti, Domenico (1685-1757);3;2025
100352016;BMM   ;;MA   ;;;;21/03/2025;Q    ;Sonate per clavicembalo. 6 /;Scarlatti, Domenico (1685-1757);3;2025
100351726;BMM   ;;MA   ;;;;21/03/2025;Q    ;Sonate per clavicembalo. 5 /;Scarlatti, Domenico (1685-1757);3;2025
100351725;BMM   ;;MA   ;;;;21/03/2025;Q    ;Sonate per clavicembalo. 4 /;Scarlatti, Domenico (1685-1757);3;2025
101488273;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;21/03/2025;Q    ;The seasons and other works for solo piano /;Chaikovsk?i, Piotr Ilich (1840-1893);3;2025
1300026341;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;21/03/2025;S    ;The great Pl?cido Domingo [;Domingo, Pl?cido (1941-);3;2025
1401237068;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;21/03/2025;V    ;Anna Bolena : tragedia lir?ca in due atti [;;3;2025
100071441;BMM   ;;MA   ;;;;24/03/2025;T    ;Juego, canto. Gu?a del educador : Educaci?n Primaria (primer;Sustaeta Llombart, Ignacio.;3;2025
100782003;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;24/03/2025;S    ;La lengua de las mariposas /;Amen?bar, Alejandro (1972-);3;2025
101887538;BMM   ;;NP   ;;;;25/03/2025;T    ;1001 discos de m?sica cl?sica que hay que escuchar antes de;;3;2025
100781446;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;26/03/2025;S    ;Tiempo de ?pera : volumen VIII /;;3;2025
283006;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;26/03/2025;S    ;The Complete Quintet Studio Sessions 1949-1954 [;Shearing, George (1919-);3;2025
1300025361;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;26/03/2025;S    ;The four seasons [;Vivaldi, Antonio (1678-1741);3;2025
32332;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;26/03/2025;S    ;Requiem /;Lloyd Webber, Andrew (1948-);3;2025
100777313;BMM   ;;MA   ;;;;27/03/2025;Q    ;Escuela primaria del joven pianista : m?todo elemental te?ri;Burgm?ller, Friedrich Johann Franz (1806-1874);3;2025
100059936;BMM   ;;MA   ;;;;27/03/2025;Q    ;La Grande P?que Russe : Overture for Orchestra : op.36 /;Rimsky-Korsakov, Nikolay (1844-1908);3;2025
283534;BMM   ;;MA   ;;;;27/03/2025;T    ;M?sica y literatura /;Sope?a Iba?ez, Federico (1917-1991);3;2025
100104129;BMM   ;;MA   ;;;;27/03/2025;Q    ;M?thode pour la musette /;Hotteterre, Jacques (1674-1763);3;2025
100067959;BMM   ;;MA   ;;;;27/03/2025;T    ;Alicia Alonso : ?rbita de una leyenda /;Sim?n, Pedro.;3;2025
1300017390;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;28/03/2025;S    ;Le nozze di Figaro /;Mozart, Wolfgang Amadeus (1756-1791);3;2025
100323041;BMM   ;;NP   ;;;;20/03/2025;T    ;La m?sica en la catedral de Sig?enza, 1600-1750 /;Su?rez-Pajares, Javier.;3;2025
100323042;BMM   ;;NP   ;;;;20/03/2025;T    ;La m?sica en la catedral de Sig?enza, 1600-1750 /;Su?rez-Pajares, Javier.;3;2025
26156;BMM   ;;MA   ;;;;27/03/2025;T    ;Un can?n personal / ;Mehldau, Brad (1970-);3;2025
1800180658;HM    ;USU  ;NP   ;HM    ;HM    ;1;31/03/2025;P    ;Babelia : revista de cultura;;3;2025
1800180658;HM    ;USU  ;NP   ;HM    ;HM    ;1;31/03/2025;P    ;Babelia : revista de cultura;;3;2025
1800180658;HM    ;;NP   ;;;;31/03/2025;P    ;Babelia : revista de cultura;;3;2025
1800180658;HM    ;;NP   ;;;;31/03/2025;P    ;Babelia : revista de cultura;;3;2025
1800180658;HM    ;;NP   ;;;;31/03/2025;P    ;Babelia : revista de cultura;;3;2025
1800180658;HM    ;USU  ;NP   ;HM    ;HM    ;1;31/03/2025;P    ;Babelia : revista de cultura;;3;2025
1800180658;HM    ;;NP   ;;;;31/03/2025;P    ;Babelia : revista de cultura;;3;2025
1300011317;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;21/03/2025;V    ;Acordes de flamenco [;;3;2025
1000000;HM    ;USU  ;NP   ;BMM   ;BMM   ;1;31/03/2025;P    ;Revista del caucho : ?rgano de informaci?n del Consorcio Nac;;3;2025
31744;BMM   ;USU  ;MA   ;BMM   ;;1;27/03/2025;S    ;La concordia de' pianeti [;Caldara, Antonio (1670-1736);3;2025
1800180658;HM    ;USU  ;NP   ;HM    ;HM    ;1;31/03/2025;P    ;Babelia : revista de cultura;;3;2025
100777321;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;31/03/2025;Q    ;Mi primer Haendel /;H?ndel, Georg Friedrich (1685-1759);3;2025
200001806;BMM   ;;MA   ;;;;28/03/2025;Q    ;Premier livre de pi?ces de Clavecin /;Demars, Jean Od?o (1696-1756);3;2025
200002423;BMM   ;;MA   ;;;;28/03/2025;Q    ;Trois grandes sonates avec la charge de cavalerie : pour le;Ladurner, Ignace Antoine (1766-1839);3;2025
101486643;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;31/03/2025;Q    ;Mi primer Mendelssohn /;Mendelssohn - Bartholdy, Felix (1809-1847);3;2025
100777462;BMM   ;;NP   ;;;;31/03/2025;Q    ;San Jos? de Flores : tango - canci?n /;Acquarone, Armando.;3;2025
100321507;BMM   ;;NP   ;;;;31/03/2025;Q    ;Aguafuerte : tango canci?n /;Pettorossi, Horacio G. (1896-1960);3;2025
101485309;BMM   ;;MA   ;;;;31/03/2025;Q    ;Entre sue?os : tango /;Aieta, Anselmo (1896-1964);3;2025
1800188975;HM    ;USU  ;NP   ;HM    ;HM    ;1;31/03/2025;P    ;El Cultural;;3;2025
101026495;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;31/03/2025;V    ;Macbeth /;;3;2025
100781508;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;31/03/2025;S    ;Macbeth : Opera in quattro atti /;Verdi, Giuseppe (1813-1901);3;2025
100776162;BMM   ;;MA   ;;;;31/03/2025;Q    ;Tengo miedo : tango /;Aguilar, Jos? (1891-1951);3;2025
1800372980;HM    ;USU  ;NP   ;HM    ;HM    ;1;31/03/2025;P    ;Noticiario tur?stico. Suplemento;;3;2025
1800372972;HM    ;;NP   ;;;;31/03/2025;T    ;Estado de la Universidad de Alcal? (1805) / ;Mart?n Esperanza, Mariano.;3;2025
1800372972;HM    ;USU  ;NP   ;HM    ;HM    ;1;31/03/2025;T    ;Estado de la Universidad de Alcal? (1805) / ;Mart?n Esperanza, Mariano.;3;2025
100326941;BMM   ;;MA   ;;;;3/02/2025;Q    ;19 días y 500 noches /;Sabina, Joaquín (1949-);2;2025
100780536;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;3/02/2025;Q    ;Piano course. Grade one /;Aaron, Michael.;2;2025
291454;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;3/02/2025;Q    ;Curso de piano para principiantes adultos. Nivel 1 /;Bastien, James W.;2;2025
1300027174;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;3/02/2025;S    ;The 6 symphonies [;Martinu, Bohuslav (1890-1959);2;2025
26258;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;3/02/2025;T    ;Puccini y España: vissi d'arte, vissi d'amore / ;Rosal Moral, Isabel.;2;2025
1401233021;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;3/02/2025;S    ;In A Minute /;Pardo, Jorge (1956-);2;2025
1401237137;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;3/02/2025;T    ;La pianista / ;Jelinek, Elfriede (1946-);2;2025
100325738;BMM   ;;MA   ;;;;4/02/2025;Q    ;Fundamentos de la teoría musical. Volumen 2º /;Santoys, Carlos.;2;2025
100768409;BMM   ;;MA   ;;;;3/02/2025;Q    ;Favorite piano classics : 83 best-loved works /;;2;2025
284426;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;3/02/2025;S    ;Il trittico : [tres óperas en un acto] /;Puccini, Giacomo (1858-1924);2;2025
101889661;BMM   ;;MA   ;;;;3/02/2025;Q    ;Compositores javerianos : música para piano /;;2;2025
100105248;BMM   ;;MA   ;;;;3/02/2025;T    ;Música, maestro : bases para una educación musical : 2-7 año;Sanuy, Montse (1935-);2;2025
101489489;BMM   ;;MA   ;;;;3/02/2025;Q    ;MEMORABLES. 6 [;;2;2025
1300011807;BMM   ;;MA   ;;;;3/02/2025;Q    ;Canciones /;Medina, Ramón (1920-2012);2;2025
101888279;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;4/02/2025;Q    ;El picado en la trompeta : preludios para la agilidad y prec;Andrés i Faus, Lluís.;2;2025
100104215;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;4/02/2025;Q    ;Lider. 1ª parte : método completo para trompeta e instrument;Medrano Olea, José Luís.;2;2025
101487753;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;3/02/2025;V    ;Classic country /;;2;2025
101487759;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;3/02/2025;V    ;35 classic ballads /;;2;2025
101487647;BMM   ;USU  ;OA   ;BMM   ;BMM   ;0;3/02/2025;V    ;Celtic feet : original & best /;;2;2025
101485866;BMM   ;USU  ;OA   ;BMM   ;BMM   ;0;3/02/2025;V    ;Strings attached : sarod and cello [;;2;2025
1300014724;BMM   ;USU  ;OA   ;BMM   ;BMM   ;0;3/02/2025;V    ;Mtv presents Seu Jorge /;Seu Jorge (1970-);2;2025
101892171;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;3/02/2025;V    ;Screaming masterpiece : 1000 años de música popular islandes;;2;2025
1300010090;BMM   ;;MA   ;;;;3/02/2025;T    ;Música de Amando Baeza;;2;2025
100069947;BMM   ;;MA   ;;;;3/02/2025;Q    ;La MUSICA española en torno a 1492. volumen II : obras inédi;;2;2025
101029511;BMM   ;;MA   ;;;;4/02/2025;Q    ;Teoría completa de la música. Vol. 2º : en dos volúmenes /;Pedro Cursá, Dionisio de (1942-);2;2025
101029512;BMM   ;;MA   ;;;;4/02/2025;Q    ;Teoría completa de la música. Vol. 1º : en dos volúmenes /;Pedro Cursá, Dionisio de (1942-);2;2025
1300012812;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;4/02/2025;S    ;Egmont, op. 84 : complete incidental music [;Beethoven, Ludwig van (1770-1827);2;2025
100777094;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;4/02/2025;Q    ;Symphonies Nos. 6 and 7 /;Dvorák, Antonin (1841-1904);2;2025
100778649;BMM   ;;MA   ;;;;6/02/2025;Q    ;Tchaikovsky's Piano Concerto. nº 1 /;Chaikovskïi, Piotr Ilich (1840-1893);2;2025
100330702;BMM   ;;MA   ;;;;6/02/2025;Q    ;Complete shorter works for solo piano /;Brahms, Johannes (1833-1897);2;2025
1000003836;ATM   ;ATM  ;MOA  ;ATM   ;ATM   ;1;7/02/2025;T    ;Contabilidad de costes / ;Martín Peña, Francisco.;2;2025
1300025406;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;5/02/2025;Q    ;El pianista virtuoso : en 60 ejercicios : obra encaminada a;Hanon, Carlo Luigi (1820-1900);2;2025
1300026334;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;4/02/2025;S    ;Complete sonatas for piano and violin [;Beethoven, Ludwig van (1770-1827);2;2025
283430;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;4/02/2025;S    ;Sonatas [;Scarlatti, Domenico (1685-1757);2;2025
100776256;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;4/02/2025;Q    ;Symphony No. 8 , G major : = Symphonie Nr. 8 , G-Dur , op. 8;Dvorák, Antonin (1841-1904);2;2025
100769327;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;5/02/2025;Q    ;Método completo para clarinete. 1º volumen, 1ª y 2ª parte /;Magnani, Aurelio (1856-1921);2;2025
1800324284;BTM   ;AYU  ;MT   ;BTM   ;BTM   ;1;5/02/2025;T    ;Urbanismo para una nueva ciudad : el principio de desarrollo;Ramírez Sánchez, Jesús María.;2;2025
100069527;BMM   ;;NP   ;;;;6/02/2025;T    ;[Catálogo de la Biblioteca Municipal de Madrid : sección ter;Biblioteca Municipal de Madrid.;2;2025
101489428;BMM   ;;MA   ;;;;6/02/2025;T    ;Mozart y su época /;Salvi, Francesco (1953-);2;2025
101489139;BMM   ;;MA   ;;;;6/02/2025;T    ;La flauta mágica /;;2;2025
101489138;BMM   ;;MA   ;;;;6/02/2025;T    ;La más divertida historia de Mozart niño /;Bermejo, Victoria (1958-);2;2025
101489140;BMM   ;;MA   ;;;;6/02/2025;T    ;Los mejores cuentos musicalizados /;;2;2025
101480624;BMM   ;;MA   ;;;;6/02/2025;T    ;Mozart el pequeño mago /;Obiols, Anna.;2;2025
101489426;BMM   ;;MA   ;;;;6/02/2025;T    ;Mozart, divino Mozart /;Sotillos, Eugenio.;2;2025
1000003837;ATM   ;ATM  ;MOA  ;ATM   ;ATM   ;1;7/02/2025;T    ;Retos en la financiación local / ;;2;2025
101488727;BMM   ;;MA   ;;;;6/02/2025;T    ;La flauta mágica : variaciones sobre un tema de Mozart /;Desclot, Miquel (1952-);2;2025
100072843;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;5/02/2025;Q    ;Don Pasquale : dramma buffo in tre atti /;Donizetti, Gaetano (1797-1848);2;2025
100072808;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;5/02/2025;Q    ;La Favorita : dramma in quattro atti /;Donizetti, Gaetano (1797-1848);2;2025
100325900;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;5/02/2025;Q    ;Tratado de solfeo. volumen III : ejercicios, lecciones y ter;Barrio, Adelino (1933-);2;2025
100069526;BMM   ;;NP   ;;;;6/02/2025;T    ;Catálogo de la Biblioteca municipal de Madrid. Apéndice n. 5;Biblioteca Municipal de Madrid.;2;2025
101489385;BMM   ;;MA   ;;;;6/02/2025;T    ;El secreto de Mozart /;Valverde, Mikel (1966-);2;2025
101488760;BMM   ;;MA   ;;;;6/02/2025;T    ;El pequeño Mozart y el anillo mágico /;Obiols, Anna.;2;2025
100355704;BMM   ;;MA   ;;;;6/02/2025;T    ;La flauta mágica = Die Zauberflöte : cuento (ópera) en dos a;Prats, Joan de Déu.;2;2025
30328;BMM   ;;MA   ;;;;7/02/2025;T    ;Ópera y drama /;Wagner, Richard (1813-1883);2;2025
30328;BMM   ;;MA   ;;;;7/02/2025;T    ;Ópera y drama /;Wagner, Richard (1813-1883);2;2025
30334;BMM   ;;MA   ;;;;7/02/2025;T    ;Verdi y España /;Sánchez, Víctor (1968-);2;2025
30334;BMM   ;;MA   ;;;;7/02/2025;T    ;Verdi y España /;Sánchez, Víctor (1968-);2;2025
1300025124;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;7/02/2025;Q    ;Alto Sax & Piano : animated movies & tv series duets /;;2;2025
1800340408;BTM   ;AYU  ;MT   ;BTM   ;BTM   ;1;7/02/2025;T    ;Cuestionarios de respuestas múltiples para técnico auxiliar;Peña Huertas, María José de la.;2;2025
101483387;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;11/02/2025;V    ;Symphony No. 5 in B-flat major /;;2;2025
291967;BMM   ;;MA   ;;;;7/02/2025;T    ;Maria Stuarda [: Ópera en tres actos /;Bardari, Giuseppe.;2;2025
291967;BMM   ;;MA   ;;;;7/02/2025;T    ;Maria Stuarda [: Ópera en tres actos /;Bardari, Giuseppe.;2;2025
1400096408;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;7/02/2025;Q    ;Alto Sax & Piano : anthology  : jazz swing duets / ;;2;2025
100051928;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;10/02/2025;Q    ;Baladas : para piano /;Chopin, Frédéric (1810-1849);2;2025
101489190;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;7/02/2025;T    ;Mozart, un genio musical /;Albet, Montserrat (1927-);2;2025
100776170;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;10/02/2025;S    ;El país de los tontos : travesía amorosa en dos actos ;Guerrero, Jacinto (1895-1951);2;2025
1300026876;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;11/02/2025;T    ;Héroes del blues, el jazz y el country de R.Crumb /;Crumb, Robert (1943-);2;2025
1300011548;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;12/02/2025;Q    ;Arias sacras para barítono o bajo :(con acompañamiento de ór;;2;2025
100778835;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;11/02/2025;Q    ;Masses and motets : based on Raffaele Casimir´s edition /;Palestrina, Giovanni Pierluigi da (c.1525-1594);2;2025
101889916;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;11/02/2025;T    ;Musicofilia : relatos de la música y el cerebro /;Sacks, Oliver (1933-);2;2025
100356628;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;7/02/2025;T    ;Vida de Schubert /;Gibbs, Christopher H.;2;2025
100779313;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;10/02/2025;S    ;La rosa del azafrán : zarzuela en dos actos y seis cuadros /;Guerrero, Jacinto (1895-1951);2;2025
1300025021;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;10/02/2025;S    ;The voice of an angel [;Victoria de los Angeles (1923-2005);2;2025
101892098;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;11/02/2025;V    ;Václav Talich [;;2;2025
1300026829;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;11/02/2025;V    ;Symphony no. 1 in D-Major, op. 25 Classical /;;2;2025
101487427;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;12/02/2025;Q    ;Arias antiguas para canto y piano. Volumen I /;;2;2025
100768526;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;12/02/2025;Q    ;Arie per = Arias for basso. Volume 1 [;;2;2025
1000003437;ATM   ;ATH  ;MOA  ;ATM   ;ATM   ;1;14/02/2025;T    ;El IVA en las operaciones financieras /;Calvo Vérgez, Juan.;2;2025
101027893;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;14/02/2025;T    ;Hal Leonard método para guitarra. Libro 1 /;Schmid, Will.;2;2025
1800340398;BTM   ;AYU  ;MT   ;BTM   ;BTM   ;1;17/02/2025;T    ;Temario para Ayudante/a de Archivo y Biblioteca del Ayuntami;;2;2025
1800340402;BTM   ;AYU  ;MT   ;BTM   ;BTM   ;1;17/02/2025;T    ;Temario para Ayudante/a de Archivo y Biblioteca del Ayuntami;;2;2025
101027542;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;13/02/2025;Q    ;Traité de guitare flamenca. v. 1, Technique de la guitare fl;Herrero, Oscar (1959-);2;2025
101027832;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;13/02/2025;Q    ;24 estudios para guitarra flamenca : nivel medio = Twenty-on;Herrero, Oscar (1959-);2;2025
101027832;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;17/02/2025;Q    ;24 estudios para guitarra flamenca : nivel medio = Twenty-on;Herrero, Oscar (1959-);2;2025
1300025343;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;12/02/2025;Q    ;Nabucco : opera in quattro parti [;Verdi, Giuseppe (1813-1901);2;2025
100073904;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;11/02/2025;Q    ;Tre duetti concertanti : per violino e fagotto /;Paganini, Niccolò (1782-1840);2;2025
100060404;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;11/02/2025;T    ;Cantares asturianos /;Martínez, Elviro.;2;2025
100352117;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;11/02/2025;T    ;Cancionero general del franquismo, 1939-1975 /;;2;2025
101025130;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;12/02/2025;T    ;El sonido de la velocidad /;;2;2025
100784788;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;12/02/2025;S    ;Symphony Nº 3 in D minor (beginning) ;Mahler, Gustav (1860-1911);2;2025
